Linkage,Genetic_Distances(cM),Marker_ID,1,2,3,4,5,6,7,9,11,12,13,15,16,17,18,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,84,85,86,87,88,89,90,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,147,148,149,150,151,152,153,154,156,157,158,159,160,161,162,163,164,165,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216
lg5,0.79,AATTC_lm_ll_308,--,ll,lm,lm,--,lm,lm,ll,ll,lm,lm,lm,lm,lm,ll,lm,lm,lm,lm,ll,ll,--,lm,ll,ll,ll,ll,lm,ll,lm,ll,lm,lm,lm,lm,lm,ll,ll,--,--,ll,ll,lm,lm,lm,ll,ll,lm,ll,ll,lm,lm,lm,lm,ll,ll,ll,lm,lm,ll,lm,lm,lm,ll,lm,ll,lm,lm,ll,lm,lm,lm,ll,lm,ll,ll,lm,ll,lm,lm,lm,lm,lm,lm,ll,ll,--,lm,ll,ll,lm,ll,ll,lm,ll,lm,ll,ll,ll,lm,lm,ll,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,lm,lm,lm,ll,--,--,ll,lm,lm,--,ll,ll,lm,--,lm,lm,lm,--,ll,--,ll,lm,--,ll,ll,lm,ll,--,lm,lm,ll,ll,--,lm,ll,ll,lm,lm,--,lm,lm,lm,lm,lm,--,--,ll,ll,lm,lm,ll,lm,ll,ll,lm,ll,lm,lm,ll,lm,lm,ll,lm,ll,lm,ll,ll,ll,ll,ll,lm,ll,lm,--,lm,lm,ll,lm,lm,ll,lm,lm,ll,ll,lm,lm,lm,ll,ll,ll,ll,lm
lg5,1.53,AATTC_lm_ll_1884,--,--,lm,lm,--,lm,--,--,--,lm,--,--,--,--,ll,--,lm,--,lm,lm,lm,--,lm,ll,--,ll,--,lm,--,lm,ll,lm,lm,lm,lm,lm,ll,lm,ll,--,ll,ll,lm,--,lm,ll,--,lm,ll,ll,--,lm,lm,lm,ll,ll,ll,lm,lm,ll,--,lm,lm,ll,lm,ll,lm,lm,--,lm,lm,lm,ll,lm,--,ll,lm,--,lm,lm,--,lm,lm,lm,lm,--,--,--,ll,ll,lm,ll,ll,lm,ll,lm,ll,ll,--,lm,lm,ll,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,lm,lm,lm,ll,ll,--,ll,lm,lm,ll,ll,--,lm,ll,lm,lm,lm,ll,ll,--,ll,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,ll,lm,ll,--,lm,lm,--,lm,lm,lm,lm,lm,lm,lm,ll,ll,lm,lm,ll,lm,ll,--,lm,ll,lm,lm,ll,lm,lm,ll,lm,ll,lm,ll,ll,ll,ll,ll,lm,ll,ll,ll,lm,lm,--,lm,lm,ll,lm,lm,ll,ll,lm,lm,lm,ll,ll,ll,ll,lm
lg5,1.53,AATTC_lm_ll_2704,ll,--,lm,lm,ll,lm,lm,ll,ll,lm,lm,lm,--,lm,ll,lm,lm,lm,lm,ll,lm,ll,lm,ll,--,ll,ll,lm,ll,lm,ll,lm,lm,lm,lm,lm,ll,ll,--,ll,ll,ll,lm,lm,lm,ll,ll,lm,ll,--,lm,lm,lm,lm,ll,ll,ll,lm,lm,ll,lm,lm,lm,--,lm,ll,lm,lm,ll,lm,lm,lm,ll,lm,ll,ll,lm,ll,lm,lm,lm,lm,lm,lm,ll,ll,ll,lm,ll,ll,lm,ll,ll,lm,--,lm,ll,ll,ll,lm,lm,ll,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,lm,lm,lm,ll,ll,ll,ll,lm,lm,ll,ll,ll,lm,ll,lm,lm,lm,ll,ll,ll,ll,lm,ll,ll,ll,lm,ll,lm,lm,lm,ll,ll,--,lm,ll,ll,lm,lm,lm,lm,lm,lm,lm,lm,lm,lm,ll,ll,lm,lm,ll,lm,--,ll,lm,--,lm,lm,ll,lm,lm,ll,lm,ll,lm,ll,ll,ll,ll,ll,lm,ll,ll,ll,lm,lm,ll,lm,lm,ll,lm,lm,ll,ll,lm,lm,lm,ll,ll,ll,ll,lm
lg5,1.76,CATG_lm_ll_2391,ll,--,lm,--,ll,--,lm,ll,ll,lm,lm,--,lm,--,ll,lm,--,lm,lm,--,lm,ll,lm,--,--,--,--,--,--,lm,--,lm,lm,lm,lm,lm,ll,--,ll,--,--,ll,lm,lm,lm,ll,ll,lm,ll,ll,lm,lm,lm,lm,ll,--,ll,lm,lm,ll,--,--,lm,ll,lm,ll,lm,--,--,lm,--,lm,--,lm,ll,ll,lm,ll,lm,lm,--,lm,lm,lm,--,ll,--,lm,ll,ll,lm,ll,ll,lm,--,lm,ll,ll,--,lm,lm,--,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,lm,lm,--,ll,ll,--,ll,lm,--,ll,ll,lm,lm,--,lm,--,lm,--,ll,--,ll,--,ll,ll,ll,lm,--,--,lm,--,--,ll,ll,lm,ll,--,lm,lm,lm,lm,lm,lm,lm,lm,lm,--,ll,ll,lm,lm,ll,lm,ll,--,lm,ll,lm,lm,--,lm,lm,ll,lm,--,lm,--,ll,ll,ll,--,lm,--,ll,ll,lm,lm,ll,lm,lm,ll,lm,lm,ll,ll,lm,lm,lm,ll,ll,ll,ll,lm
lg5,2.02,AATTC_lm_ll_2666,--,--,lm,--,lm,lm,lm,ll,--,lm,lm,--,lm,--,ll,lm,--,lm,lm,--,lm,--,lm,--,--,--,--,lm,--,lm,ll,--,lm,lm,lm,lm,ll,--,--,--,ll,ll,lm,lm,lm,ll,ll,lm,ll,ll,lm,lm,ll,lm,ll,ll,ll,lm,lm,ll,lm,lm,lm,ll,lm,ll,lm,lm,ll,lm,ll,lm,ll,lm,ll,ll,lm,ll,lm,lm,lm,lm,lm,lm,ll,ll,ll,lm,ll,ll,lm,--,ll,lm,ll,lm,ll,ll,ll,lm,lm,ll,--,ll,ll,ll,ll,ll,lm,ll,ll,ll,lm,lm,lm,--,ll,ll,ll,lm,lm,ll,ll,ll,lm,ll,lm,lm,lm,ll,ll,ll,ll,lm,ll,ll,ll,lm,ll,lm,lm,lm,ll,--,ll,lm,ll,ll,lm,lm,lm,lm,lm,lm,lm,lm,lm,lm,ll,ll,lm,lm,ll,lm,ll,ll,lm,ll,lm,lm,ll,lm,lm,ll,lm,ll,lm,ll,ll,ll,ll,ll,lm,ll,ll,ll,lm,lm,ll,lm,lm,ll,lm,lm,ll,ll,lm,lm,lm,ll,ll,ll,ll,lm
lg5,2.02,AATTC_lm_ll_1737,ll,ll,lm,--,ll,lm,lm,ll,ll,lm,lm,lm,lm,lm,ll,lm,lm,lm,lm,ll,lm,ll,lm,--,ll,ll,ll,lm,ll,lm,ll,lm,lm,lm,lm,lm,--,ll,--,ll,ll,ll,lm,lm,lm,ll,ll,--,ll,ll,lm,lm,lm,lm,ll,ll,ll,lm,lm,--,ll,lm,lm,ll,lm,ll,lm,lm,ll,lm,ll,lm,--,lm,ll,ll,lm,ll,lm,lm,lm,lm,lm,lm,ll,ll,ll,lm,ll,ll,lm,ll,ll,lm,ll,lm,ll,ll,ll,lm,lm,ll,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,lm,lm,lm,--,ll,ll,ll,lm,lm,ll,ll,--,lm,--,lm,lm,lm,ll,ll,ll,ll,lm,ll,ll,ll,lm,ll,lm,lm,--,ll,ll,ll,lm,ll,--,lm,lm,lm,--,lm,lm,lm,--,lm,lm,ll,ll,lm,lm,ll,lm,ll,ll,lm,ll,lm,--,ll,lm,lm,ll,lm,ll,lm,ll,ll,ll,ll,ll,lm,ll,ll,ll,lm,lm,ll,lm,lm,ll,lm,lm,ll,ll,lm,lm,lm,--,ll,ll,ll,lm
lg5,2.02,AATTC_lm_ll_3079,--,ll,lm,--,--,lm,lm,ll,ll,lm,lm,lm,lm,lm,ll,lm,lm,lm,lm,ll,lm,ll,lm,--,ll,--,--,lm,ll,--,ll,lm,lm,lm,lm,lm,ll,--,--,--,ll,ll,lm,lm,lm,ll,ll,lm,ll,ll,lm,lm,lm,lm,ll,ll,--,lm,lm,ll,lm,lm,lm,ll,lm,ll,lm,lm,ll,lm,ll,lm,ll,lm,ll,ll,lm,ll,lm,lm,lm,lm,lm,lm,ll,ll,ll,lm,ll,ll,lm,ll,ll,lm,ll,lm,ll,ll,ll,lm,lm,ll,ll,ll,--,ll,ll,ll,lm,ll,ll,ll,lm,lm,lm,ll,ll,ll,ll,lm,lm,ll,ll,ll,lm,ll,lm,lm,lm,ll,ll,ll,ll,lm,ll,ll,ll,lm,ll,lm,lm,lm,ll,--,ll,lm,ll,--,lm,lm,lm,lm,lm,lm,lm,lm,lm,ll,--,ll,lm,lm,ll,lm,ll,ll,lm,ll,lm,lm,ll,lm,lm,ll,lm,ll,lm,ll,ll,ll,ll,ll,lm,ll,ll,ll,lm,lm,ll,lm,lm,ll,lm,lm,ll,ll,lm,lm,lm,ll,ll,ll,ll,lm
lg5,2.72,CATG_lm_ll_2440,ll,--,lm,lm,--,lm,lm,ll,ll,lm,lm,--,--,lm,ll,lm,lm,lm,lm,ll,lm,ll,lm,ll,--,ll,ll,lm,ll,lm,--,lm,lm,lm,lm,lm,ll,ll,--,ll,ll,ll,lm,lm,lm,ll,ll,lm,ll,ll,lm,lm,lm,lm,ll,ll,ll,lm,lm,ll,lm,--,lm,--,ll,ll,lm,lm,ll,lm,--,lm,ll,lm,ll,ll,lm,ll,lm,lm,lm,lm,lm,lm,ll,ll,ll,lm,ll,ll,lm,ll,ll,lm,--,lm,ll,ll,--,lm,lm,ll,ll,ll,ll,--,--,ll,lm,ll,ll,ll,lm,lm,lm,ll,ll,ll,ll,lm,lm,ll,ll,ll,lm,--,lm,lm,lm,ll,ll,ll,ll,lm,ll,ll,ll,lm,ll,lm,lm,lm,ll,ll,--,lm,ll,--,lm,lm,lm,lm,lm,lm,lm,lm,lm,lm,ll,ll,lm,lm,ll,lm,lm,--,lm,ll,lm,lm,ll,lm,lm,ll,lm,--,lm,ll,ll,--,ll,ll,lm,ll,ll,ll,lm,lm,ll,lm,lm,ll,lm,lm,ll,ll,lm,lm,lm,ll,ll,ll,ll,lm
lg5,5.66,CATG_nn_np_2610,--,--,--,--,nn,--,np,np,--,np,--,--,--,--,--,np,--,np,np,--,nn,--,--,--,nn,--,--,--,nn,nn,--,--,nn,--,np,np,nn,--,--,--,np,np,--,--,--,np,np,nn,np,np,nn,--,np,np,nn,np,--,nn,np,nn,--,--,--,--,nn,np,--,np,--,np,np,np,--,--,np,nn,--,np,nn,np,--,--,np,--,np,np,--,np,np,nn,nn,nn,nn,nn,nn,np,nn,--,nn,np,nn,np,np,np,np,--,np,nn,nn,nn,--,--,np,nn,nn,np,np,np,np,nn,--,nn,np,np,np,np,np,--,np,np,np,--,nn,nn,np,nn,nn,nn,nn,np,np,--,nn,np,--,nn,nn,--,--,nn,nn,np,nn,nn,np,--,np,np,nn,np,nn,np,nn,--,nn,--,np,nn,np,np,nn,np,nn,np,np,nn,--,--,nn,np,np,--,--,nn,np,np,nn,nn,nn,np,np,np,nn,nn,np,np,nn,nn,np,np,nn,np,nn,np
lg5,7.29,CATG_nn_np_3566,np,nn,--,--,--,np,--,--,np,np,nn,--,--,np,nn,np,np,np,np,np,nn,--,--,np,nn,--,np,--,nn,nn,nn,--,nn,np,np,np,nn,np,np,nn,np,np,np,np,np,np,np,nn,np,np,nn,np,np,np,--,np,--,nn,np,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,nn,np,np,nn,np,np,np,np,np,np,np,nn,np,np,nn,nn,nn,nn,nn,nn,np,nn,nn,nn,np,nn,np,np,np,--,np,np,nn,nn,nn,np,np,nn,nn,nn,np,np,np,np,nn,np,nn,np,np,np,np,np,nn,np,np,np,nn,nn,--,np,nn,nn,--,nn,np,np,np,nn,np,--,nn,np,--,--,nn,nn,np,nn,nn,--,np,np,np,nn,np,nn,--,nn,np,nn,nn,np,nn,np,np,nn,--,nn,np,np,nn,np,np,nn,np,np,nn,nn,nn,np,np,nn,nn,nn,np,np,np,nn,nn,np,np,nn,nn,np,np,nn,np,nn,np
lg5,8.62,AATTC_nn_np_4167,--,nn,nn,nn,np,np,np,np,np,np,nn,--,--,np,nn,np,np,np,np,np,nn,np,--,nn,nn,nn,np,--,nn,nn,nn,nn,nn,--,np,np,nn,np,np,nn,np,np,np,np,np,np,np,nn,np,np,nn,np,np,np,--,np,nn,nn,np,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,nn,np,np,np,np,np,np,np,np,np,np,nn,np,np,nn,nn,nn,nn,nn,nn,np,nn,nn,nn,np,nn,np,np,np,--,np,np,nn,nn,nn,np,np,nn,nn,nn,np,np,np,np,nn,--,nn,np,np,np,np,np,nn,np,np,np,nn,nn,--,np,nn,nn,--,nn,np,np,np,nn,np,nn,nn,np,nn,np,nn,nn,np,nn,nn,np,np,np,np,nn,np,nn,np,nn,np,nn,nn,np,nn,np,np,nn,np,nn,np,np,nn,np,np,nn,np,np,nn,nn,nn,np,np,nn,nn,nn,np,np,np,nn,nn,np,np,nn,nn,np,np,nn,np,nn,np
lg5,8.99,AATTC_lm_ll_134,ll,--,lm,lm,--,--,lm,ll,--,lm,lm,--,ll,lm,ll,lm,lm,--,lm,--,lm,lm,lm,ll,ll,ll,--,lm,ll,lm,lm,lm,lm,ll,lm,lm,ll,ll,ll,ll,ll,ll,lm,lm,lm,ll,ll,--,ll,ll,lm,lm,--,lm,ll,ll,ll,lm,lm,--,lm,lm,--,ll,ll,ll,lm,lm,ll,lm,ll,lm,ll,--,ll,--,lm,ll,ll,lm,lm,lm,lm,lm,ll,ll,ll,ll,lm,ll,lm,--,ll,lm,ll,lm,ll,ll,ll,lm,lm,ll,ll,ll,ll,ll,--,ll,lm,ll,ll,--,lm,--,lm,--,ll,ll,ll,lm,lm,ll,ll,ll,lm,ll,--,lm,lm,ll,ll,--,ll,lm,ll,ll,ll,ll,--,lm,lm,lm,--,--,lm,lm,ll,ll,ll,lm,lm,lm,lm,lm,lm,lm,lm,lm,ll,ll,lm,lm,ll,lm,ll,ll,lm,ll,lm,lm,ll,lm,lm,ll,lm,ll,lm,ll,ll,lm,ll,ll,lm,ll,ll,ll,lm,lm,ll,lm,lm,ll,lm,lm,ll,ll,lm,lm,lm,ll,ll,ll,ll,lm
lg5,8.99,CATG_lm_ll_542,ll,--,lm,--,ll,--,lm,ll,--,--,--,--,--,lm,ll,lm,lm,--,--,ll,--,lm,lm,ll,ll,ll,--,lm,ll,lm,--,lm,lm,--,lm,lm,--,--,--,ll,ll,ll,lm,lm,lm,ll,ll,--,--,ll,ll,lm,--,--,ll,ll,ll,lm,lm,ll,lm,lm,--,ll,ll,ll,lm,lm,ll,lm,--,lm,ll,--,ll,--,lm,ll,ll,lm,lm,lm,lm,lm,ll,ll,ll,ll,lm,ll,lm,--,ll,lm,ll,lm,ll,ll,ll,lm,lm,ll,ll,ll,ll,ll,--,ll,lm,ll,ll,--,lm,--,lm,--,ll,ll,ll,lm,lm,ll,ll,ll,lm,ll,--,lm,lm,ll,ll,--,ll,lm,ll,ll,ll,ll,ll,--,lm,lm,--,--,lm,lm,ll,ll,ll,lm,lm,lm,lm,lm,lm,lm,lm,lm,ll,ll,lm,lm,ll,--,--,--,lm,ll,lm,lm,ll,lm,lm,ll,lm,--,lm,ll,ll,--,ll,--,lm,ll,ll,ll,lm,lm,ll,lm,lm,ll,lm,lm,ll,ll,lm,lm,lm,ll,ll,ll,ll,lm
lg5,9.56,AATTC_nn_np_3542,--,nn,--,nn,np,np,np,np,--,np,nn,--,nn,np,nn,np,np,np,np,nn,nn,np,np,nn,nn,nn,np,--,np,np,nn,nn,nn,np,np,np,nn,np,np,nn,np,np,np,np,np,np,np,nn,np,np,nn,np,np,np,--,np,nn,nn,np,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,nn,np,np,nn,np,np,np,np,np,np,np,--,np,np,nn,nn,nn,nn,nn,nn,np,nn,nn,nn,np,nn,np,np,np,np,np,np,nn,nn,nn,np,np,nn,nn,nn,np,np,np,np,nn,nn,--,np,np,np,np,np,--,np,np,np,nn,nn,nn,np,nn,nn,nn,nn,np,np,nn,nn,np,nn,nn,np,nn,np,nn,nn,nn,nn,nn,np,np,np,np,nn,np,nn,np,nn,np,nn,nn,np,nn,np,np,nn,np,nn,np,np,nn,np,np,nn,np,np,nn,nn,nn,np,np,nn,nn,nn,np,np,np,nn,nn,np,np,nn,nn,np,np,nn,np,nn,np
lg5,10.2,AATTC_nn_np_1210,nn,nn,nn,nn,np,--,np,np,np,np,nn,--,nn,np,nn,--,np,np,np,np,nn,np,np,nn,nn,nn,np,nn,--,nn,nn,nn,nn,nn,np,np,--,np,np,nn,np,np,np,np,np,np,np,--,np,--,nn,np,np,--,--,np,--,nn,--,nn,nn,--,--,nn,--,np,np,--,np,np,--,np,np,np,np,--,np,np,--,np,np,np,--,np,np,np,--,np,np,nn,nn,--,nn,nn,--,--,nn,nn,nn,np,nn,nn,np,np,np,--,np,--,--,nn,--,np,nn,nn,nn,np,np,np,np,--,--,nn,np,np,np,np,--,nn,np,np,np,nn,nn,--,np,nn,nn,nn,nn,np,np,nn,nn,np,--,nn,np,nn,np,nn,nn,np,nn,--,np,np,np,np,--,np,nn,np,nn,--,nn,nn,np,nn,np,np,nn,np,nn,np,np,nn,np,np,nn,np,np,nn,--,nn,np,np,nn,nn,nn,np,np,np,nn,nn,np,np,nn,nn,np,np,nn,np,--,np
lg5,10.2,AATTC_nn_np_1458,nn,np,nn,nn,np,np,np,np,np,np,nn,nn,--,--,nn,np,np,np,--,np,nn,np,--,nn,nn,nn,np,nn,nn,--,--,nn,nn,nn,nn,np,nn,np,np,--,np,np,np,np,np,np,np,nn,np,np,nn,np,np,np,nn,np,nn,nn,np,nn,nn,nn,nn,nn,nn,np,np,np,np,np,nn,np,np,np,np,nn,np,nn,nn,nn,np,np,np,np,--,np,nn,np,np,nn,nn,nn,nn,nn,nn,np,nn,nn,nn,np,nn,np,np,np,nn,nn,nn,nn,nn,nn,np,np,nn,nn,nn,np,np,np,np,nn,nn,nn,np,np,np,np,--,--,np,np,np,--,nn,--,--,nn,nn,--,nn,np,np,nn,nn,np,nn,nn,np,nn,np,nn,nn,np,nn,nn,np,np,nn,--,nn,np,nn,np,nn,np,nn,nn,np,nn,--,np,nn,np,nn,np,np,nn,np,nn,nn,np,np,nn,nn,nn,np,np,nn,nn,nn,np,np,np,nn,nn,np,np,nn,--,nn,np,nn,np,nn,np
lg5,10.2,CATG_nn_np_3173,--,--,nn,--,np,np,np,np,np,np,nn,--,nn,np,nn,np,np,np,np,np,--,np,np,--,--,nn,np,--,nn,--,nn,nn,nn,nn,np,np,nn,np,np,--,np,np,np,np,np,np,np,nn,np,np,nn,np,np,np,nn,np,nn,nn,np,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,nn,np,np,nn,np,np,np,np,np,np,np,nn,np,np,nn,nn,nn,nn,nn,nn,np,nn,--,nn,np,nn,np,np,np,np,np,--,nn,nn,nn,np,np,nn,nn,nn,np,np,np,np,nn,--,nn,np,np,np,np,np,nn,np,np,np,nn,nn,nn,np,nn,nn,--,nn,np,np,--,nn,np,--,nn,np,nn,np,nn,nn,np,nn,nn,np,np,--,np,nn,np,nn,np,nn,np,nn,nn,np,nn,np,--,nn,np,nn,np,np,nn,np,np,nn,np,np,--,np,nn,np,np,nn,nn,nn,np,np,np,nn,nn,np,np,nn,nn,np,np,nn,np,nn,np
lg5,10.2,AATTC_nn_np_1857,nn,--,nn,--,np,np,np,np,np,np,nn,--,nn,np,nn,np,np,np,np,np,--,np,--,nn,nn,nn,--,nn,--,nn,nn,nn,nn,nn,np,np,nn,np,np,nn,--,np,np,--,np,np,--,nn,np,np,nn,--,np,np,nn,np,nn,nn,np,nn,nn,nn,nn,--,nn,np,np,np,np,np,np,np,np,np,--,nn,np,np,--,--,np,np,np,np,np,np,--,np,np,--,nn,nn,nn,nn,nn,np,nn,nn,nn,--,nn,np,np,np,np,np,--,nn,--,nn,np,np,nn,nn,nn,np,np,np,np,nn,--,nn,np,np,np,np,np,--,np,np,np,--,nn,nn,np,nn,nn,nn,nn,np,np,nn,nn,np,--,nn,np,nn,np,nn,--,--,nn,--,np,np,--,np,nn,np,nn,np,nn,np,nn,--,np,nn,np,np,nn,np,nn,np,np,nn,np,np,nn,--,np,nn,nn,nn,np,np,nn,nn,nn,np,np,np,nn,nn,np,np,nn,nn,np,np,nn,np,nn,np
lg5,10.83,AATTC_nn_np_2588,nn,nn,nn,--,np,np,--,np,np,np,nn,nn,nn,np,nn,np,np,np,np,nn,nn,np,np,nn,nn,nn,np,nn,nn,nn,nn,nn,nn,nn,np,np,nn,np,np,nn,np,np,np,np,np,np,np,nn,np,nn,nn,np,np,np,nn,np,nn,nn,np,nn,nn,nn,nn,nn,--,np,--,--,np,np,nn,np,np,np,np,nn,np,np,np,np,np,np,np,np,np,np,--,nn,np,nn,nn,nn,nn,nn,nn,np,nn,--,nn,np,nn,np,np,np,np,np,np,nn,nn,nn,np,np,nn,nn,nn,np,np,np,np,nn,nn,nn,np,np,np,np,np,nn,np,np,np,nn,nn,nn,np,nn,nn,nn,nn,np,np,nn,--,np,nn,nn,np,--,nn,nn,nn,np,nn,nn,np,np,np,np,nn,np,nn,np,nn,np,nn,nn,np,nn,np,np,nn,np,nn,np,np,nn,nn,np,nn,np,np,nn,nn,nn,np,np,nn,nn,nn,np,np,np,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,np
lg5,10.83,AATTC_nn_np_2901,nn,--,nn,nn,np,np,np,np,np,np,--,nn,nn,np,nn,np,np,np,np,np,nn,np,np,nn,nn,nn,np,nn,nn,nn,--,nn,nn,nn,np,np,nn,np,np,nn,np,np,np,np,np,np,np,nn,np,np,nn,np,np,np,nn,--,nn,nn,np,nn,nn,nn,nn,--,nn,np,np,np,np,np,np,np,np,np,np,nn,np,np,nn,np,np,np,np,np,np,np,--,np,np,nn,nn,nn,nn,nn,nn,np,nn,--,nn,np,nn,np,np,np,np,np,np,nn,nn,nn,np,np,nn,nn,--,np,np,np,np,nn,nn,--,np,np,np,np,np,nn,np,np,np,nn,--,nn,np,nn,nn,nn,--,np,np,--,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,np,np,nn,np,nn,np,nn,np,nn,nn,np,nn,np,np,nn,np,nn,np,np,nn,np,np,nn,--,np,nn,nn,nn,np,np,nn,nn,nn,np,np,np,nn,nn,np,np,nn,nn,np,np,nn,np,nn,np
lg5,11.45,CATG_lm_ll_3253,--,lm,ll,lm,ll,ll,lm,ll,--,lm,lm,--,lm,lm,ll,lm,lm,--,lm,ll,lm,lm,lm,ll,ll,--,--,--,ll,lm,lm,lm,lm,ll,lm,lm,ll,--,--,--,ll,ll,lm,lm,lm,ll,ll,lm,ll,ll,lm,lm,ll,lm,ll,ll,ll,lm,lm,ll,lm,lm,lm,ll,ll,ll,lm,lm,ll,lm,lm,lm,ll,lm,ll,--,ll,ll,--,lm,lm,lm,lm,lm,ll,ll,--,ll,lm,ll,lm,ll,ll,lm,--,lm,ll,ll,ll,lm,lm,ll,ll,ll,lm,ll,ll,--,lm,ll,--,ll,lm,lm,lm,ll,ll,ll,ll,lm,lm,ll,ll,ll,lm,ll,--,lm,lm,ll,ll,ll,--,--,--,ll,ll,ll,ll,lm,lm,lm,ll,ll,lm,lm,ll,ll,lm,lm,lm,lm,lm,lm,lm,lm,lm,lm,ll,ll,lm,lm,ll,lm,ll,--,lm,--,lm,lm,ll,lm,lm,ll,lm,ll,lm,ll,ll,ll,ll,ll,lm,ll,ll,ll,lm,lm,ll,lm,lm,ll,lm,lm,ll,ll,lm,lm,lm,ll,ll,ll,ll,lm
lg5,11.76,CATG_lm_ll_901,--,lm,lm,--,ll,ll,lm,ll,--,lm,lm,--,lm,lm,ll,lm,lm,lm,lm,ll,lm,lm,lm,ll,ll,ll,ll,lm,ll,lm,lm,lm,lm,lm,lm,lm,ll,ll,ll,ll,--,ll,lm,--,lm,ll,--,lm,--,--,lm,lm,--,lm,--,--,ll,lm,lm,--,lm,lm,--,--,--,ll,lm,lm,--,lm,lm,lm,ll,lm,--,ll,ll,--,--,--,lm,lm,--,lm,ll,--,--,--,--,ll,lm,ll,ll,lm,--,--,--,--,ll,--,lm,--,ll,ll,ll,--,ll,--,lm,ll,ll,--,lm,lm,lm,ll,--,ll,ll,lm,lm,ll,ll,ll,lm,ll,--,lm,lm,ll,ll,ll,ll,lm,--,ll,ll,ll,--,lm,lm,ll,ll,ll,lm,lm,ll,--,lm,lm,lm,lm,lm,lm,lm,--,ll,lm,ll,--,ll,lm,--,--,--,--,lm,ll,lm,lm,--,lm,--,ll,lm,--,lm,ll,ll,ll,--,ll,lm,--,ll,ll,lm,lm,ll,lm,lm,--,lm,lm,ll,ll,lm,lm,lm,--,ll,ll,ll,lm
lg5,11.76,AATTC_lm_ll_3324,--,lm,lm,lm,--,ll,lm,ll,--,lm,lm,ll,--,lm,ll,lm,lm,lm,lm,ll,lm,lm,lm,ll,ll,ll,ll,lm,ll,lm,lm,lm,lm,lm,lm,lm,ll,--,ll,--,ll,ll,lm,lm,lm,ll,ll,lm,ll,ll,lm,lm,ll,lm,ll,ll,ll,lm,lm,ll,lm,lm,lm,ll,ll,ll,lm,lm,ll,lm,lm,lm,ll,lm,ll,--,ll,ll,--,lm,lm,lm,lm,lm,ll,ll,lm,ll,lm,ll,lm,ll,ll,lm,ll,lm,ll,ll,ll,lm,lm,ll,ll,ll,lm,ll,ll,--,lm,ll,--,ll,lm,lm,lm,ll,ll,ll,ll,lm,lm,ll,ll,ll,lm,ll,--,lm,lm,ll,ll,ll,--,lm,--,ll,ll,ll,ll,lm,lm,lm,ll,ll,lm,lm,ll,ll,lm,lm,lm,lm,lm,lm,lm,lm,lm,lm,ll,ll,lm,lm,ll,lm,ll,--,lm,--,lm,lm,ll,lm,lm,ll,lm,ll,lm,--,ll,ll,ll,ll,lm,ll,ll,ll,lm,lm,ll,lm,lm,ll,lm,lm,ll,ll,lm,lm,lm,ll,ll,ll,ll,lm
